participant_id_3,time_point,knowledge_general_score,knowledge_warning_score,knowledge_appropriate_score,knowledge_helpful_score,system_support_score,status,inclusive_status,region,attitude_general_score,attitude_acceptability_score,attitude_genderroles_score,attitude_profroles_score,empathy_score,confidence_score,practice_score
23,3,89.47368421052632,100,80,80,100,Three only,NA,Gleno,70,85.71428571428571,45.83333333333333,75,64.0625,65,NA
17,3,89.47368421052632,100,80,100,100,Three only,NA,Gleno,72.5,100,79.16666666666666,100,65.625,52.5,NA
469,3,89.47368421052632,100,80,80,100,Three only,NA,Gleno,70,100,70.83333333333334,66.66666666666666,57.8125,57.49999999999999,NA
22,3,94.73684210526315,88.88888888888889,80,80,100,Three only,NA,Gleno,60,42.857142857142854,66.66666666666666,41.66666666666667,54.6875,62.5,0
283,3,89.47368421052632,100,80,60,100,All three,One & two inclusive,Gleno,67.5,100,70.83333333333334,58.333333333333336,65.625,60,100
55,3,73.68421052631578,77.77777777777779,80,90,33.33333333333333,Three only,NA,Atsabe,75,71.42857142857143,62.5,70.83333333333334,43.75,60,NA
64,3,73.68421052631578,100,80,70,100,Three only,NA,Atsabe,57.49999999999999,71.42857142857143,50,66.66666666666666,75,70,NA
395,3,78.94736842105263,77.77777777777779,100,60,100,Three only,NA,Atsabe,55.00000000000001,57.14285714285714,66.66666666666666,50,71.875,80,NA
77,3,63.1578947368421,100,100,60,100,Three only,NA,Atsabe,47.5,85.71428571428571,70.83333333333334,79.16666666666666,75,77.5,NA
398,3,73.68421052631578,44.44444444444444,80,40,83.33333333333334,Three only,NA,Hatolia,35,78.57142857142857,58.333333333333336,66.66666666666666,57.8125,37.5,NA
403,3,68.42105263157895,33.33333333333333,60,50,66.66666666666666,Three only,NA,Hatolia,52.5,78.57142857142857,45.83333333333333,45.83333333333333,59.375,50,NA
145,3,68.42105263157895,88.88888888888889,40,60,83.33333333333334,All three,One & two inclusive,Hatolia,50,85.71428571428571,41.66666666666667,58.333333333333336,67.1875,65,NA
155,3,84.21052631578947,88.88888888888889,100,70,100,Three only,NA,Hatolia,55.00000000000001,92.85714285714286,58.333333333333336,66.66666666666666,71.875,65,NA
396,3,57.89473684210527,66.66666666666666,20,90,100,Three only,NA,Hatolia,57.49999999999999,64.28571428571429,54.166666666666664,50,67.1875,47.5,NA
445,3,68.42105263157895,55.55555555555556,20,50,66.66666666666666,All three,One & two inclusive,Hatolia,57.49999999999999,14.285714285714285,62.5,75,45.3125,42.5,NA
406,3,63.1578947368421,88.88888888888889,100,60,100,Three only,NA,Hatolia,57.49999999999999,100,66.66666666666666,66.66666666666666,78.125,62.5,NA
407,3,78.94736842105263,77.77777777777779,100,60,100,Three only,NA,Hatolia,55.00000000000001,100,75,66.66666666666666,75,62.5,NA
405,3,78.94736842105263,77.77777777777779,100,70,100,Three only,NA,Hatolia,70,92.85714285714286,83.33333333333334,83.33333333333334,75,55.00000000000001,NA
320,3,84.21052631578947,66.66666666666666,100,90,100,Three only,NA,Letefoho,55.00000000000001,92.85714285714286,50,50,64.0625,57.49999999999999,100
129,3,68.42105263157895,33.33333333333333,40,70,100,Three only,NA,Hatolia,52.5,100,58.333333333333336,75,53.125,45,NA
404,3,68.42105263157895,77.77777777777779,80,50,100,Three only,NA,Hatolia,55.00000000000001,100,45.83333333333333,58.333333333333336,67.1875,62.5,NA
150,3,84.21052631578947,77.77777777777779,40,50,100,Three only,NA,Hatolia,45,7.142857142857142,33.33333333333333,58.333333333333336,57.8125,37.5,NA
321,3,73.68421052631578,88.88888888888889,40,40,100,Three only,NA,Letefoho,45,14.285714285714285,33.33333333333333,75,51.5625,50,NA
409,3,94.73684210526315,100,100,70,100,Three only,NA,Letefoho,65,100,95.83333333333334,54.166666666666664,84.375,65,NA
296,3,73.68421052631578,66.66666666666666,40,40,100,Three only,NA,Letefoho,50,85.71428571428571,58.333333333333336,58.333333333333336,54.6875,47.5,100
412,3,78.94736842105263,100,100,80,100,Three only,NA,Letefoho,50,100,66.66666666666666,66.66666666666666,68.75,60,NA
413,3,57.89473684210527,66.66666666666666,40,50,66.66666666666666,Three only,NA,Letefoho,67.5,100,41.66666666666667,62.5,48.4375,42.5,NA
310,3,89.47368421052632,77.77777777777779,20,50,100,Three only,NA,Letefoho,35,100,50,83.33333333333334,68.75,45,NA
415,3,31.57894736842105,77.77777777777779,40,60,83.33333333333334,Three only,NA,Letefoho,50,42.857142857142854,50,62.5,64.0625,57.49999999999999,NA
417,3,52.63157894736842,66.66666666666666,20,40,100,Three only,NA,Letefoho,52.5,14.285714285714285,62.5,58.333333333333336,53.125,65,NA
411,3,63.1578947368421,66.66666666666666,20,40,66.66666666666666,Three only,NA,Letefoho,42.5,85.71428571428571,50,58.333333333333336,70.3125,67.5,NA
419,3,63.1578947368421,77.77777777777779,80,70,83.33333333333334,Three only,NA,Atsabe,52.5,28.57142857142857,54.166666666666664,70.83333333333334,65.625,47.5,NA
459,3,63.1578947368421,77.77777777777779,80,50,100,Three only,NA,Atsabe,45,92.85714285714286,79.16666666666666,95.83333333333334,42.1875,55.00000000000001,NA
75,3,68.42105263157895,100,80,40,100,Three only,NA,Atsabe,60,0,66.66666666666666,100,48.4375,17.5,NA
62,3,73.68421052631578,100,80,70,100,All three,One & two inclusive,Atsabe,57.49999999999999,50,58.333333333333336,58.333333333333336,75,70,NA
60,3,73.68421052631578,100,80,70,100,All three,One & two inclusive,Atsabe,57.49999999999999,100,66.66666666666666,58.333333333333336,68.75,70,NA
69,3,78.94736842105263,88.88888888888889,100,60,100,All three,One & two inclusive,Atsabe,55.00000000000001,85.71428571428571,66.66666666666666,58.333333333333336,81.25,80,NA
81,3,78.94736842105263,88.88888888888889,80,100,100,Three only,NA,Atsabe,62.5,100,58.333333333333336,62.5,68.75,72.5,NA
420,3,42.10526315789473,0,40,60,83.33333333333334,Three only,NA,Atsabe,50,85.71428571428571,66.66666666666666,54.166666666666664,50,17.5,NA
423,3,68.42105263157895,77.77777777777779,100,60,100,Three only,NA,Atsabe,70,100,100,100,75,70,NA
70,3,89.47368421052632,100,100,90,100,All three,One & two inclusive,Atsabe,80,100,83.33333333333334,66.66666666666666,76.5625,60,100
450,3,78.94736842105263,100,20,90,100,Three only,NA,Atsabe,82.5,100,79.16666666666666,75,71.875,52.5,NA
157,3,89.47368421052632,100,100,90,100,All three,One & two inclusive,Hatolia,72.5,100,87.5,83.33333333333334,71.875,72.5,NA
147,3,78.94736842105263,100,20,70,100,Three only,NA,Hatolia,45,100,54.166666666666664,70.83333333333334,57.8125,37.5,NA
137,3,84.21052631578947,77.77777777777779,100,70,100,Three only,NA,Hatolia,75,100,79.16666666666666,79.16666666666666,78.125,67.5,NA
424,3,94.73684210526315,88.88888888888889,60,90,50,Three only,NA,Letefoho,50,35.714285714285715,45.83333333333333,87.5,75,65,100
142,3,78.94736842105263,88.88888888888889,100,80,100,All three,One & two inclusive,Hatolia,50,28.57142857142857,45.83333333333333,58.333333333333336,67.1875,65,NA
298,3,68.42105263157895,100,60,70,100,Three only,NA,Letefoho,57.49999999999999,100,95.83333333333334,54.166666666666664,64.0625,57.49999999999999,NA
318,3,78.94736842105263,66.66666666666666,40,50,100,Three only,NA,Letefoho,50,85.71428571428571,58.333333333333336,58.333333333333336,79.6875,75,100
312,3,100,100,100,100,83.33333333333334,Three only,NA,Letefoho,75,100,70.83333333333334,70.83333333333334,68.75,57.49999999999999,NA
414,3,63.1578947368421,66.66666666666666,20,40,100,Three only,NA,Letefoho,37.5,85.71428571428571,45.83333333333333,62.5,70.3125,70,NA
363,3,63.1578947368421,100,60,40,50,Three only,NA,Letefoho,50,100,54.166666666666664,75,68.75,57.49999999999999,NA
427,3,63.1578947368421,66.66666666666666,40,50,66.66666666666666,Three only,NA,Letefoho,65,92.85714285714286,37.5,58.333333333333336,48.4375,40,NA
306,3,94.73684210526315,100,80,90,100,Three only,NA,Letefoho,80,100,75,58.333333333333336,73.4375,67.5,NA
302,3,89.47368421052632,100,100,90,100,Two & three only,NA,Letefoho,60,100,50,66.66666666666666,60.9375,57.49999999999999,100
430,3,89.47368421052632,77.77777777777779,60,90,50,Three only,NA,Letefoho,62.5,100,75,62.5,73.4375,47.5,NA
19,3,89.47368421052632,100,80,90,100,Three only,NA,Gleno,70,100,58.333333333333336,75,67.1875,65,NA
431,3,78.94736842105263,100,100,40,100,Three only,NA,Gleno,52.5,64.28571428571429,41.66666666666667,41.66666666666667,64.0625,62.5,NA
20,3,78.94736842105263,100,80,90,100,Three only,NA,Gleno,60,100,58.333333333333336,75,50,55.00000000000001,NA
451,3,68.42105263157895,88.88888888888889,80,60,66.66666666666666,Three only,NA,Atsabe,45,50,45.83333333333333,66.66666666666666,53.125,42.5,NA
421,3,47.368421052631575,22.22222222222222,60,50,66.66666666666666,Three only,NA,Atsabe,45,92.85714285714286,50,62.5,62.5,52.5,NA
59,3,68.42105263157895,77.77777777777779,100,40,83.33333333333334,Three only,NA,Atsabe,50,85.71428571428571,50,45.83333333333333,79.6875,80,NA
63,3,52.63157894736842,66.66666666666666,100,30,100,All three,One & two inclusive,Atsabe,70,21.428571428571427,45.83333333333333,33.33333333333333,70.3125,67.5,NA
76,3,78.94736842105263,100,20,90,100,All three,One & two inclusive,Atsabe,82.5,100,79.16666666666666,66.66666666666666,71.875,52.5,NA
144,3,73.68421052631578,55.55555555555556,20,80,100,Two & three only,NA,Hatolia,60,64.28571428571429,41.66666666666667,50,65.625,50,NA
400,3,57.89473684210527,88.88888888888889,80,50,100,Three only,NA,Hatolia,47.5,85.71428571428571,25,25,53.125,72.5,NA
158,3,73.68421052631578,88.88888888888889,80,50,100,Three only,NA,Hatolia,40,50,54.166666666666664,54.166666666666664,75,72.5,NA
135,3,89.47368421052632,100,60,70,100,Three only,NA,Hatolia,55.00000000000001,100,58.333333333333336,83.33333333333334,43.75,52.5,NA
141,3,73.68421052631578,100,100,40,100,Three only,NA,Hatolia,67.5,21.428571428571427,62.5,95.83333333333334,68.75,67.5,NA
215,3,68.42105263157895,77.77777777777779,20,30,100,Three only,NA,NA,55.00000000000001,92.85714285714286,16.666666666666664,79.16666666666666,48.4375,65,NA
154,3,68.42105263157895,66.66666666666666,40,70,100,Three only,NA,Hatolia,50,100,62.5,75,64.0625,50,NA
139,3,73.68421052631578,88.88888888888889,40,30,100,Three only,NA,Hatolia,60,85.71428571428571,70.83333333333334,66.66666666666666,40.625,45,NA
160,3,68.42105263157895,88.88888888888889,40,40,100,Three only,NA,Hatolia,60,100,70.83333333333334,66.66666666666666,73.4375,50,NA
161,3,89.47368421052632,100,60,60,100,One & three only,NA,Hatolia,50,85.71428571428571,58.333333333333336,58.333333333333336,57.8125,37.5,NA
456,3,36.84210526315789,66.66666666666666,40,50,50,Three only,NA,Hatolia,60,100,58.333333333333336,70.83333333333334,48.4375,37.5,NA
143,3,84.21052631578947,88.88888888888889,100,40,100,All three,One & two inclusive,Hatolia,60,100,75,70.83333333333334,70.3125,70,NA
166,3,47.368421052631575,77.77777777777779,100,40,100,Three only,NA,Hatolia,60,100,62.5,66.66666666666666,62.5,57.49999999999999,NA
426,3,78.94736842105263,88.88888888888889,20,70,66.66666666666666,Three only,NA,Letefoho,67.5,100,54.166666666666664,66.66666666666666,59.375,65,NA
416,3,52.63157894736842,22.22222222222222,20,40,83.33333333333334,Three only,NA,Letefoho,65,92.85714285714286,41.66666666666667,41.66666666666667,48.4375,60,NA
418,3,84.21052631578947,55.55555555555556,80,60,100,Three only,NA,Letefoho,57.49999999999999,78.57142857142857,62.5,79.16666666666666,67.1875,52.5,NA
446,3,89.47368421052632,100,100,100,100,Three only,NA,Hatolia,67.5,100,75,62.5,53.125,60,NA
313,3,78.94736842105263,100,20,70,100,All three,One & two inclusive,Letefoho,67.5,92.85714285714286,58.333333333333336,54.166666666666664,60.9375,47.5,NA
308,3,68.42105263157895,66.66666666666666,60,30,83.33333333333334,Three only,NA,Letefoho,45,14.285714285714285,54.166666666666664,45.83333333333333,37.5,50,NA
432,3,57.89473684210527,100,20,60,100,Three only,NA,Letefoho,52.5,92.85714285714286,50,62.5,57.8125,47.5,NA
433,3,63.1578947368421,66.66666666666666,40,50,66.66666666666666,Three only,NA,Letefoho,65,92.85714285714286,37.5,62.5,48.4375,45,NA
319,3,57.89473684210527,77.77777777777779,60,30,100,Three only,NA,Letefoho,55.00000000000001,14.285714285714285,62.5,58.333333333333336,54.6875,62.5,NA
315,3,78.94736842105263,77.77777777777779,20,50,100,All three,One & two inclusive,Letefoho,50,85.71428571428571,58.333333333333336,58.333333333333336,85.9375,75,100
425,3,84.21052631578947,100,80,40,100,Three only,NA,Letefoho,55.00000000000001,100,54.166666666666664,66.66666666666666,78.125,60,100
472,3,68.42105263157895,66.66666666666666,60,60,100,Three only,NA,Atsabe,55.00000000000001,85.71428571428571,58.333333333333336,50,57.8125,57.49999999999999,NA
422,3,78.94736842105263,88.88888888888889,80,60,100,Three only,NA,Atsabe,67.5,100,87.5,50,76.5625,60,NA
1,3,68.42105263157895,100,80,60,50,Three only,NA,Gleno,55.00000000000001,71.42857142857143,66.66666666666666,66.66666666666666,79.6875,70,NA
71,3,73.68421052631578,100,80,70,100,Three only,NA,Atsabe,57.49999999999999,57.14285714285714,66.66666666666666,58.333333333333336,76.5625,70,NA
78,3,63.1578947368421,100,100,40,100,All three,One & two inclusive,Atsabe,55.00000000000001,57.14285714285714,58.333333333333336,37.5,60.9375,32.5,NA
72,3,89.47368421052632,88.88888888888889,100,90,100,Three only,NA,Atsabe,70,100,87.5,75,79.6875,67.5,100
57,3,73.68421052631578,100,100,50,100,Three only,NA,Atsabe,55.00000000000001,85.71428571428571,70.83333333333334,66.66666666666666,79.6875,80,NA
434,3,78.94736842105263,100,20,90,100,Three only,NA,Atsabe,77.5,100,95.83333333333334,66.66666666666666,62.5,57.49999999999999,NA
162,3,68.42105263157895,88.88888888888889,80,40,100,All three,One & two inclusive,Hatolia,45,64.28571428571429,41.66666666666667,37.5,67.1875,70,NA
159,3,78.94736842105263,100,60,90,100,One & three only,NA,Hatolia,52.5,64.28571428571429,58.333333333333336,50,60.9375,37.5,NA
399,3,57.89473684210527,33.33333333333333,80,40,100,Three only,NA,Hatolia,47.5,92.85714285714286,33.33333333333333,25,67.1875,65,NA
402,3,73.68421052631578,77.77777777777779,80,40,100,Three only,NA,Hatolia,50,64.28571428571429,41.66666666666667,50,57.8125,75,NA
401,3,68.42105263157895,100,80,70,100,Three only,NA,Hatolia,62.5,57.14285714285714,41.66666666666667,79.16666666666666,84.375,72.5,NA
397,3,73.68421052631578,77.77777777777779,100,50,83.33333333333334,Three only,NA,Hatolia,52.5,78.57142857142857,33.33333333333333,54.166666666666664,48.4375,52.5,NA
164,3,78.94736842105263,77.77777777777779,60,40,100,Three only,NA,Hatolia,47.5,50,50,62.5,56.25,57.49999999999999,NA
435,3,73.68421052631578,66.66666666666666,80,30,100,Three only,NA,Hatolia,57.49999999999999,14.285714285714285,58.333333333333336,58.333333333333336,65.625,67.5,NA
152,3,31.57894736842105,100,40,70,50,All three,One & two inclusive,Hatolia,65,100,58.333333333333336,75,57.8125,37.5,NA
151,3,63.1578947368421,55.55555555555556,40,70,50,Two & three only,NA,Hatolia,57.49999999999999,85.71428571428571,37.5,75,59.375,45,NA
436,3,89.47368421052632,100,100,90,100,Three only,NA,NA,82.5,100,95.83333333333334,100,70.3125,70,NA
408,3,68.42105263157895,88.88888888888889,40,30,83.33333333333334,Three only,NA,Letefoho,47.5,100,50,45.83333333333333,73.4375,62.5,NA
429,3,68.42105263157895,100,60,40,83.33333333333334,Three only,NA,Letefoho,65,100,54.166666666666664,75,64.0625,62.5,NA
428,3,68.42105263157895,33.33333333333333,40,50,83.33333333333334,Three only,NA,Letefoho,50,100,50,50,48.4375,42.5,NA
410,3,73.68421052631578,66.66666666666666,100,40,66.66666666666666,Three only,NA,Letefoho,57.49999999999999,57.14285714285714,41.66666666666667,50,71.875,67.5,NA
294,3,73.68421052631578,66.66666666666666,80,40,66.66666666666666,Three only,NA,Letefoho,55.00000000000001,50,45.83333333333333,50,62.5,72.5,NA
